ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
14623,Resident Evil: The Mercenaries 3D,3DS,2011-01-01,Action,Capcom,0.16,0.16,0.13,0.03
14624,Resistance 3,PS3,2011-01-01,Shooter,Sony Computer Entertainment,0.64,0.57,0.05,0.22
14625,Resistance Dual Pack,PS3,2011-01-01,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0
14626,Ridge Racer,PSV,2011-01-01,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02
14627,Ridge Racer 3D,3DS,2011-01-01,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03
14628,Riding Stables: The Whitakers present Milton and Friends,3DS,2011-01-01,Sports,DTP Entertainment,0.0,0.04,0.0,0.0
14629,Rio,Wii,2011-01-01,Misc,THQ,0.13,0.03,0.0,0.01
14630,Rio,PS3,2011-01-01,Misc,THQ,0.04,0.07,0.0,0.02
14631,Rio,X360,2011-01-01,Misc,THQ,0.05,0.03,0.0,0.01
14632,Rio,DS,2011-01-01,Misc,THQ,0.12,0.03,0.0,0.01
14633,Rise of Nightmares,X360,2011-01-01,Action,Sega,0.28,0.13,0.01,0.04
14634,Ro-Kyu-Bu!,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0
14635,Rock Band Country Track Pack 2,X360,2011-01-01,Misc,MTV Games,0.04,0.0,0.0,0.0
14636,Rock Band Country Track Pack 2,Wii,2011-01-01,Misc,MTV Games,0.08,0.0,0.0,0.01
14637,Rock Band Country Track Pack 2,PS3,2011-01-01,Misc,MTV Games,0.07,0.0,0.0,0.01
14638,Rocksmith,PS3,2011-01-01,Misc,Ubisoft,0.53,0.36,0.09,0.15
14639,Rocksmith,X360,2011-01-01,Misc,Ubisoft,0.84,0.19,0.01,0.08
14640,Rugby World Cup 2011,X360,2011-01-01,Sports,505 Games,0.03,0.21,0.0,0.04
14641,Rugby World Cup 2011,PS3,2011-01-01,Sports,505 Games,0.0,0.24,0.0,0.07
14642,Rune Factory: Tides of Destiny,Wii,2011-01-01,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01
14643,Rune Factory: Tides of Destiny,PS3,2011-01-01,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02
14644,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0
14645,S.Y.K Renshouden Portable,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.04,0.0
14646,SBK 2011: FIM Superbike World Championship,PC,2011-01-01,Racing,Black Bean Games,0.0,0.03,0.0,0.01
14647,SBK 2011: FIM Superbike World Championship,PS3,2011-01-01,Racing,Black Bean Games,0.01,0.09,0.0,0.03
14648,SBK 2011: FIM Superbike World Championship,X360,2011-01-01,Racing,Black Bean Games,0.0,0.05,0.0,0.01
14649,SD Gundam G Generation 3D,3DS,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0
14650,SD Gundam G Generation World,Wii,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0
14651,SD Gundam G Generation World,PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.34,0.0
14652,SOCOM 4: U.S. Navy SEALs,PS3,2011-01-01,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08
14653,STORM: Frontline Nation,PC,2011-01-01,Strategy,Unknown,0.0,0.01,0.0,0.0
14654,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011-01-01,Role-Playing,Square Enix,0.0,0.0,0.08,0.0
14655,Sacra Terra: Angelic Night,PC,2011-01-01,Puzzle,Avanquest,0.01,0.02,0.0,0.01
14656,Saigo no Yakusoku no Monogatari,PSP,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.11,0.0
14657,Saint Seiya: Sanctuary Battle,PS3,2011-01-01,Action,Namco Bandai Games,0.0,0.09,0.11,0.02
14658,Saints Row: The Third,X360,2011-01-01,Action,THQ,1.25,1.14,0.07,0.3
14659,Saints Row: The Third,X360,2011-01-01,Action,THQ,1.25,1.14,0.07,0.3
14660,Saints Row: The Third,PS3,2011-01-01,Action,THQ,0.86,1.04,0.18,0.38
14661,Saints Row: The Third,PS3,2011-01-01,Action,THQ,0.86,1.04,0.18,0.38
14662,Saints Row: The Third,PC,2011-01-01,Action,THQ,0.16,0.16,0.0,0.06
14663,Saints Row: The Third,PC,2011-01-01,Action,THQ,0.16,0.16,0.0,0.06
14664,Saka Agari Hurricane Portable,PSP,2011-01-01,Adventure,Alchemist,0.0,0.0,0.03,0.0
14665,Samurai Warriors Chronicles,3DS,2011-01-01,Action,Tecmo Koei,0.12,0.05,0.2,0.01
14666,Sangoku Koi Senki: Otome no Heihou!,PS2,2011-01-01,Adventure,Prototype,0.0,0.0,0.01,0.0
14667,Santa Claus Is Comin' to Town!,DS,2011-01-01,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0
14668,Santa Claus Is Comin' to Town!,Wii,2011-01-01,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0
14669,Self-Defense Training Camp,X360,2011-01-01,Sports,Ubisoft,0.08,0.03,0.0,0.01
14670,Sengoku,PC,2011-01-01,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0
14671,Sengoku Basara 3 Utage,PS3,2011-01-01,Action,Capcom,0.0,0.0,0.22,0.0
14672,Sengoku Basara 3 Utage,Wii,2011-01-01,Action,Capcom,0.0,0.0,0.13,0.0
14673,Sengoku Basara: Chronicle Heroes,PSP,2011-01-01,Action,Capcom,0.0,0.0,0.16,0.0
14674,Sengoku Musou 3 Empires,PS3,2011-01-01,Action,Tecmo Koei,0.0,0.0,0.14,0.0
14675,Sengoku Musou 3 Z,PS3,2011-01-01,Action,Ackkstudios,0.0,0.0,0.33,0.0
14676,Sengoku Musou 3: Moushouden,Wii,2011-01-01,Action,Ackkstudios,0.0,0.0,0.08,0.0
14677,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011-01-01,Action,Marvelous Interactive,0.0,0.0,0.16,0.0
14678,Senritsu no Stratus,PSP,2011-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0
14679,Serious Sam 3: BFE,PC,2011-01-01,Shooter,Mastertronic,0.01,0.05,0.0,0.01
14680,Serious Sam HD: Gold Edition,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0
14681,Sesame Street: Once Upon A Monster,X360,2011-01-01,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04
14682,"Sesame Street: Ready, Set, Grover!",Wii,2011-01-01,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01
14683,"Sesame Street: Ready, Set, Grover!",DS,2011-01-01,Misc,Warner Bros. Interactive Entertainment,0.07,0.0,0.0,0.01
14684,Shadow of the Colossus,PS3,2011-01-01,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0
14685,Shadows of the Damned,PS3,2011-01-01,Action,Electronic Arts,0.11,0.09,0.04,0.03
14686,Shadows of the Damned,X360,2011-01-01,Action,Electronic Arts,0.1,0.06,0.01,0.02
14687,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011-01-01,Adventure,ChunSoft,0.0,0.0,0.05,0.0
14688,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011-01-01,Adventure,THQ,0.0,0.0,0.11,0.0
14689,Shin Megami Tensei: Devil Survivor 2,DS,2011-01-01,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01
14690,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011-01-01,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03
14691,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011-01-01,Role-Playing,Atlus,0.13,0.03,0.11,0.03
14692,Shin Sangoku Musou 6 Special,PSP,2011-01-01,Action,Tecmo Koei,0.0,0.0,0.11,0.0
14693,Shinigami to Shoujo,PSP,2011-01-01,Adventure,Takuyo,0.0,0.0,0.01,0.0
14694,Shinobi,3DS,2011-01-01,Platform,Sega,0.14,0.07,0.0,0.02
14695,Shinobido 2: Tales of the Ninja,PSV,2011-01-01,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02
14696,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011-01-01,Strategy,System Soft,0.0,0.0,0.01,0.0
14697,Sing4: The Hits Edition,Wii,2011-01-01,Misc,Crave Entertainment,0.17,0.0,0.0,0.01
14698,SingStar: Back to the 80s,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.04
14699,Ski Region Simulator,PC,2011-01-01,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01
14700,Skylanders: Spyro's Adventure,PS3,2011-01-01,Action,Activision,0.39,0.39,0.0,0.16
14701,Skylanders: Spyro's Adventure,Wii,2011-01-01,Action,Activision,1.35,1.13,0.0,0.3
14702,Skylanders: Spyro's Adventure,X360,2011-01-01,Action,Activision,0.53,0.34,0.0,0.1
14703,Skylanders: Spyro's Adventure,PC,2011-01-01,Action,Activision,0.05,0.03,0.0,0.01
14704,Skylanders: Spyro's Adventure,3DS,2011-01-01,Action,Activision,0.32,0.2,0.0,0.05
14705,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011-01-01,Role-Playing,Square Enix,0.0,0.0,0.13,0.0
14706,Sniper: Ghost Warrior,PS3,2011-01-01,Shooter,City Interactive,0.27,0.34,0.04,0.13
14707,Sonic Generations,3DS,2011-01-01,Platform,Sega,0.44,0.47,0.01,0.09
14708,Sonic Generations,3DS,2011-01-01,Platform,Sega,0.44,0.47,0.01,0.09
14709,Sonic Generations,PS3,2011-01-01,Platform,Sega,0.6,0.69,0.02,0.26
14710,Sonic Generations,PS3,2011-01-01,Platform,Sega,0.6,0.69,0.02,0.26
14711,Sonic Generations,X360,2011-01-01,Platform,Sega,0.71,0.53,0.0,0.13
14712,Sonic Generations,X360,2011-01-01,Platform,Sega,0.71,0.53,0.0,0.13
14713,Sonic Generations,PC,2011-01-01,Platform,Sega,0.02,0.07,0.0,0.02
14714,Sonic Generations,PC,2011-01-01,Platform,Sega,0.02,0.07,0.0,0.02
14715,Sora no Otoshimono Forte: Dreamy Season,DS,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0
14716,Spider-Man: Edge of Time,Wii,2011-01-01,Action,Activision,0.06,0.02,0.0,0.01
14717,Spider-Man: Edge of Time,DS,2011-01-01,Action,Activision,0.12,0.01,0.0,0.01
14718,Spider-Man: Edge of Time,3DS,2011-01-01,Action,Activision,0.08,0.03,0.0,0.01
14719,Spider-Man: Edge of Time,PS3,2011-01-01,Action,Activision,0.13,0.07,0.0,0.03
14720,Spider-Man: Edge of Time,X360,2011-01-01,Action,Activision,0.18,0.05,0.0,0.02
14721,SpongeBob SquigglePants,Wii,2011-01-01,Misc,THQ,0.35,0.02,0.0,0.03
14722,SpongeBob SquigglePants 3D,3DS,2011-01-01,Misc,THQ,0.13,0.05,0.0,0.02
14723,SpongeBob's Surf & Skate Roadtrip,X360,2011-01-01,Action,THQ,0.15,0.03,0.0,0.01
14724,SpongeBob's Surf & Skate Roadtrip,DS,2011-01-01,Action,THQ,0.1,0.01,0.0,0.01
14725,Squinkies,DS,2011-01-01,Misc,Activision,0.26,0.02,0.0,0.02
14726,Squinkies 2: Adventure Mall Surprize!,DS,2011-01-01,Platform,Activision,0.09,0.0,0.0,0.01
14727,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0
14728,Star Fox 64 3D,3DS,2011-01-01,Shooter,Nintendo,0.48,0.27,0.13,0.06
14729,Star Wars: The Old Republic,PC,2011-01-01,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38
14730,Starry ? Sky: After Autumn,PSP,2011-01-01,Misc,Aqua Plus,0.0,0.0,0.01,0.0
14731,Starry ? Sky: In Winter,PSP,2011-01-01,Misc,Asgard,0.0,0.0,0.03,0.0
14732,Start the Party! Save the World,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02
14733,Steel Diver,3DS,2011-01-01,Action,Nintendo,0.31,0.09,0.05,0.03
14734,Steins;Gate,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0
14735,Steins;Gate: Hiyoku Renri no Darling,X360,2011-01-01,Adventure,5pb,0.0,0.0,0.08,0.0
14736,StormLover Karen!!,PSP,2011-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0
14737,Stronghold Kingdoms,PC,2011-01-01,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01
14738,Suite PreCure: Melody Collection,DS,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0
14739,Summer Challenge: Athletics Tournament,PS3,2011-01-01,Sports,PQube,0.0,0.03,0.0,0.01
14740,Summer Challenge: Athletics Tournament,Wii,2011-01-01,Sports,PQube,0.0,0.01,0.0,0.0
14741,Super Mario 3D Land,3DS,2011-01-01,Platform,Nintendo,4.89,3.0,2.14,0.78
14742,Super Meat Boy: Ultra Edition!,PC,2011-01-01,Platform,Unknown,0.0,0.02,0.0,0.01
14743,Super Monkey Ball 3D,3DS,2011-01-01,Action,Sega,0.26,0.15,0.05,0.04
14744,Super Sentai Battle: Ranger Cross,Wii,2011-01-01,Action,Namco Bandai Games,0.0,0.0,0.08,0.0
14745,Super Street Fighter IV: 3D Edition,3DS,2011-01-01,Fighting,Capcom,0.55,0.44,0.14,0.09
14746,Supremacy MMA,X360,2011-01-01,Fighting,505 Games,0.05,0.02,0.0,0.01
14747,Supremacy MMA,PS3,2011-01-01,Fighting,505 Games,0.07,0.03,0.0,0.02
14748,Supreme Ruler: Cold War,PC,2011-01-01,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01
14749,Suzumiya Haruhi no Tsuisou,PS3,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0
14750,Suzumiya Haruhi no Tsuisou,PSP,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0
14751,Suzumiya Haruhi-Chan no Mahjong,PSP,2011-01-01,Misc,Kadokawa Shoten,0.0,0.0,0.02,0.0
14752,TV Total Events,Wii,2011-01-01,Misc,7G//AMES,0.0,0.02,0.0,0.0
14753,Taiko no Tatsujin Portable DX,PSP,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.38,0.0
14754,Taiko no Tatsujin Wii: Ketteiban,Wii,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0
14755,Take On Helicopters,PC,2011-01-01,Simulation,Unknown,0.0,0.02,0.0,0.01
14756,Tales of Xillia,PS3,2011-01-01,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09
14757,Tales of the Abyss,3DS,2011-01-01,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06
14758,Tales of the World: Radiant Mythology 3,PSP,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0
14759,Tamagotchi Collection,DS,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0
14760,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0
14761,Terraria,PC,2011-01-01,Action,Unknown,0.0,0.13,0.0,0.01
14762,Tetris Axis,3DS,2011-01-01,Puzzle,Tetris Online,0.2,0.13,0.06,0.03
14763,The $1 Pyramid,Wii,2011-01-01,Misc,Ubisoft,0.07,0.0,0.0,0.01
14764,The Adventures of Tintin: The Game,3DS,2011-01-01,Action,Ubisoft,0.05,0.09,0.0,0.02
14765,The Adventures of Tintin: The Game,Wii,2011-01-01,Action,Ubisoft,0.12,0.16,0.0,0.04
14766,The Adventures of Tintin: The Game,X360,2011-01-01,Action,Ubisoft,0.07,0.13,0.0,0.03
14767,The Adventures of Tintin: The Game,PS3,2011-01-01,Action,Ubisoft,0.06,0.15,0.0,0.05
14768,The Black Eyed Peas Experience,X360,2011-01-01,Misc,Ubisoft,0.2,0.1,0.0,0.03
14769,The Black Eyed Peas Experience,Wii,2011-01-01,Misc,Ubisoft,0.37,0.19,0.0,0.06
14770,The Book of Unwritten Tales: The Critter Chronicles,PC,2011-01-01,Action,Crimson Cow,0.0,0.05,0.0,0.01
14771,The Cursed Crusade,PC,2011-01-01,Action,DTP Entertainment,0.0,0.03,0.0,0.01
14772,The Cursed Crusade,X360,2011-01-01,Action,DTP Entertainment,0.08,0.05,0.0,0.01
14773,The Cursed Crusade,PS3,2011-01-01,Action,DTP Entertainment,0.07,0.06,0.01,0.03
14774,The Elder Scrolls V: Skyrim,PS3,2011-01-01,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0
14775,The Elder Scrolls V: Skyrim,PS3,2011-01-01,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0
14776,The Elder Scrolls V: Skyrim,PS3,2011-01-01,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0
14777,The Elder Scrolls V: Skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6
14778,The Elder Scrolls V: Skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6
14779,The Elder Scrolls V: Skyrim,X360,2011-01-01,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85
14780,The Elder Scrolls V: Skyrim,X360,2011-01-01,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85
14781,The Elder Scrolls V: Skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6
14782,The Elder Scrolls V: Skyrim,X360,2011-01-01,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85
14783,The First Templar,X360,2011-01-01,Action,Kalypso Media,0.06,0.04,0.0,0.01
14784,The First Templar,PC,2011-01-01,Action,Kalypso Media,0.06,0.01,0.0,0.01
14785,The Gunstringer,X360,2011-01-01,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04
14786,The Haunted: Hell's Reach,PC,2011-01-01,Shooter,Visco,0.02,0.0,0.0,0.0
14787,The House of the Dead: Overkill - Extended Cut,PS3,2011-01-01,Shooter,Sega,0.15,0.16,0.0,0.06
14788,The ICO & Shadow of the Colossus Collection,PS3,2011-01-01,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17
14789,The Idolm@ster 2,PS3,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0
14790,The Idolmaster 2,X360,2011-01-01,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0
14791,The Idolmaster: Gravure For You! Vol. 2,PS3,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0
14792,The Idolmaster: Gravure For You! Vol. 3,PS3,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0
14793,The King of Fighters XIII,X360,2011-01-01,Fighting,Rising Star Games,0.23,0.06,0.01,0.03
14794,The King of Fighters XIII,PS3,2011-01-01,Fighting,Rising Star Games,0.17,0.06,0.04,0.03
14795,The Last Story,Wii,2011-01-01,Role-Playing,Nintendo,0.3,0.13,0.18,0.04
14796,The Legend of Heroes VII: The Trail of Blue,PSP,2011-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0
14797,The Legend of Zelda: Ocarina of Time,3DS,2011-01-01,Action,Nintendo,2.09,1.31,0.62,0.31
14798,The Legend of Zelda: Ocarina of Time,3DS,2011-01-01,Action,Nintendo,2.09,1.31,0.62,0.31
14799,The Legend of Zelda: Skyward Sword,Wii,2011-01-01,Action,Nintendo,2.03,1.16,0.37,0.38
14800,The Lord of the Rings: War in the North,PC,2011-01-01,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03
14801,The Lost Treasures of Alexandria,DS,2011-01-01,Puzzle,Unknown,0.0,0.04,0.0,0.01
14802,The Magic School Bus: Oceans,DS,2011-01-01,Adventure,Scholastic Inc.,0.2,0.0,0.0,0.02
14803,The Next BIG Thing,PC,2011-01-01,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01
14804,The Oregon Trail,Wii,2011-01-01,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01
14805,The Oregon Trail,3DS,2011-01-01,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01
14806,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011-01-01,Action,THQ,0.06,0.03,0.0,0.01
14807,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011-01-01,Action,THQ,0.07,0.03,0.0,0.01
14808,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011-01-01,Action,THQ,0.04,0.03,0.0,0.01
14809,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011-01-01,Action,THQ,0.04,0.03,0.0,0.01
14810,The Price is Right: Decades,Wii,2011-01-01,Misc,Ubisoft,0.11,0.0,0.0,0.01
14811,The Price is Right: Decades,X360,2011-01-01,Misc,Ubisoft,0.11,0.0,0.0,0.01
14812,The Sims 3,3DS,2011-01-01,Simulation,Electronic Arts,0.3,0.37,0.03,0.07
14813,The Sims 3,3DS,2011-01-01,Simulation,Electronic Arts,0.3,0.37,0.03,0.07
14814,The Sims 3,3DS,2011-01-01,Simulation,Electronic Arts,0.3,0.37,0.03,0.07
14815,The Sims 3,3DS,2011-01-01,Simulation,Electronic Arts,0.3,0.37,0.03,0.07
14816,The Sims 3: Barnacle Bay,PC,2011-01-01,Simulation,Electronic Arts,0.07,0.0,0.0,0.01
14817,The Sims 3: Generations,PC,2011-01-01,Simulation,Electronic Arts,0.4,0.23,0.0,0.0
14818,The Sims 3: Outdoor Living Stuff,PC,2011-01-01,Simulation,Electronic Arts,0.0,0.38,0.0,0.08
14819,The Sims 3: Town Life Stuff,PC,2011-01-01,Simulation,Electronic Arts,0.11,0.17,0.0,0.05
14820,The Sims Medieval: Pirates and Nobles,PC,2011-01-01,Simulation,Electronic Arts,0.05,0.08,0.0,0.02
14821,The Sims: Medieval,PC,2011-01-01,Simulation,Electronic Arts,0.28,0.32,0.0,0.09
14822,The Smurfs,DS,2011-01-01,Action,Ubisoft,0.23,0.14,0.0,0.04
14823,The Smurfs: Dance Party,Wii,2011-01-01,Misc,Ubisoft,0.21,0.04,0.0,0.02
14824,The Tomb Raider Trilogy,PS3,2011-01-01,Action,Square Enix,0.27,0.46,0.0,0.15
14825,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011-01-01,Puzzle,Unknown,0.01,0.0,0.0,0.0
14826,The Witcher 2: Assassins of Kings,PC,2011-01-01,Action,Namco Bandai Games,0.25,0.56,0.0,0.14
14827,The Wolf Among Us,X360,2011-01-01,Adventure,Telltale Games,0.01,0.02,0.0,0.0
14828,Thor: God of Thunder,PS3,2011-01-01,Action,Sega,0.07,0.05,0.0,0.02
14829,Thor: God of Thunder,Wii,2011-01-01,Action,Sega,0.1,0.04,0.0,0.01
14830,Thor: God of Thunder,3DS,2011-01-01,Action,Sega,0.06,0.03,0.0,0.01
14831,Thor: God of Thunder,DS,2011-01-01,Action,Sega,0.08,0.03,0.0,0.01
14832,Thor: God of Thunder,X360,2011-01-01,Action,Sega,0.09,0.04,0.0,0.01
14833,Tiger Woods PGA Tour 12: The Masters,PS3,2011-01-01,Sports,Electronic Arts,0.52,0.25,0.0,0.11
14834,Tiger Woods PGA Tour 12: The Masters,Wii,2011-01-01,Sports,Electronic Arts,0.2,0.11,0.0,0.03
14835,Tiger Woods PGA Tour 12: The Masters,X360,2011-01-01,Sports,Electronic Arts,0.4,0.16,0.0,0.05
14836,Timmy Time,DS,2011-01-01,Action,Avanquest,0.0,0.02,0.0,0.0
14837,To Heart 2 DX Plus,PS3,2011-01-01,Adventure,Aqua Plus,0.0,0.0,0.05,0.0
14838,To Heart 2: Dungeon Travelers,PSP,2011-01-01,Adventure,Aqua Plus,0.0,0.0,0.11,0.0
14839,Toaru Kagaku no Chou Denjihou,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0
14840,Toaru Majutsu no Index,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0
14841,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0
14842,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011-01-01,Strategy,Ubisoft,0.22,0.09,0.0,0.03
14843,Tom Clancy's Splinter Cell 3D,3DS,2011-01-01,Action,Ubisoft,0.14,0.07,0.07,0.02
14844,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011-01-01,Action,Ubisoft,0.02,0.0,0.0,0.0
14845,Tom Clancy's Splinter Cell Trilogy,PS3,2011-01-01,Action,Ubisoft,0.0,0.09,0.0,0.02
14846,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0
14847,Top Gun,PS3,2011-01-01,Simulation,505 Games,0.06,0.0,0.0,0.01
14848,Top Shot Arcade,Wii,2011-01-01,Shooter,Activision,0.12,0.0,0.0,0.01
14849,Top Spin 4,PS3,2011-01-01,Sports,Take-Two Interactive,0.17,0.39,0.0,0.13
14850,Top Spin 4,Wii,2011-01-01,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02
14851,Top Spin 4,X360,2011-01-01,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04
14852,Toriko: Gourmet Survival!,PSP,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0
14853,Total War: Shogun 2,PC,2011-01-01,Strategy,Sega,0.19,0.31,0.0,0.09
14854,Touch My Katamari,PSV,2011-01-01,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02
14855,Transformers: Dark of the Moon,X360,2011-01-01,Action,Activision,0.13,0.12,0.0,0.03
14856,Transformers: Dark of the Moon,PS3,2011-01-01,Action,Activision,0.11,0.18,0.0,0.06
14857,Transformers: Dark of the Moon,3DS,2011-01-01,Action,Activision,0.16,0.04,0.0,0.02
14858,Transformers: Dark of the Moon,Wii,2011-01-01,Action,Activision,0.09,0.06,0.0,0.02
14859,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011-01-01,Action,Activision,0.32,0.08,0.0,0.03
14860,Trapped Dead,PC,2011-01-01,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0
14861,Treasure Chase,DS,2011-01-01,Puzzle,Storm City Games,0.02,0.0,0.0,0.0
14862,Treasure Report: Kikai Jikake no Isan,DS,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0
14863,Trine 2,PC,2011-01-01,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01
14864,Triple Pack: Xbox Live Arcade Compilation,X360,2011-01-01,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0
14865,Trivial Pursuit: Bet You Know It,Wii,2011-01-01,Misc,Electronic Arts,0.09,0.04,0.0,0.01
14866,Tropico 4,PC,2011-01-01,Strategy,Kalypso Media,0.1,0.13,0.0,0.04
14867,Tsuku Monogatari,PSP,2011-01-01,Adventure,FuRyu,0.0,0.0,0.03,0.0
14868,Twister Mania,X360,2011-01-01,Misc,505 Games,0.1,0.01,0.0,0.01
14869,Two Worlds II,PC,2011-01-01,Role-Playing,Unknown,0.09,0.09,0.0,0.02
14870,Two Worlds II,X360,2011-01-01,Role-Playing,Unknown,0.4,0.07,0.03,0.03
